"FEATUREID","Latitude","Longitude"
1736326,44.546302,-68.836475
1737642,44.983006,-69.013105
1737248,44.971439,-68.999108
1734774,45.002648,-69.036298
1734762,45.00421,-69.027826
1734952,45.004317,-69.0345
1736744,44.955226,-68.681289
1736746,44.956523,-68.669463
1736742,44.957551,-68.681838
1733362,45.327546,-68.626204
1732146,45.347579,-68.627163
1732086,45.386537,-68.51252
1734316,45.384535,-68.511164
1733744,45.385489,-68.515495
1731160,45.545053,-68.355713
1733676,45.472296,-68.384887
1732392,45.197306,-68.18345
1733564,45.080174,-68.465033
1734214,45.065018,-68.657081
1732786,45.068828,-68.652887
1734312,45.06979,-68.657043
1737270,44.929611,-68.627601
1735678,44.933245,-68.599891
1735650,44.949609,-68.615552
1735672,44.940273,-68.60573
1736740,44.944239,-68.603189
1736730,44.945409,-68.610108
1737244,44.936736,-68.595954
1737260,44.512365,-68.596875
1733486,45.150135,-68.426711
1733484,45.162998,-68.424194
1737040,44.618157,-68.690386
1737052,44.611897,-68.698818
1737054,44.599737,-68.692654
1737062,44.589714,-68.708864
1737064,44.586324,-68.717278
1737068,44.593314,-68.701646
1737070,44.584048,-68.714255
1737076,44.583731,-68.69248
1737078,44.580855,-68.711657
1737080,44.5793,-68.708196
1737084,44.579124,-68.697652
1737086,44.578496,-68.684994
1737090,44.572782,-68.693873
1737108,44.575109,-68.70331
1737112,44.568721,-68.708277
1737124,44.563348,-68.69654
1736992,44.65795,-68.678372
1736994,44.663633,-68.677299
1737010,44.653405,-68.681125
1737012,44.653428,-68.69002
1737014,44.648341,-68.68638
1736916,44.742973,-68.728997
1736926,44.734899,-68.745515
1736930,44.731771,-68.726987
1736932,44.730656,-68.75097
1736948,44.721952,-68.732088
1736952,44.723201,-68.721039
1736954,44.712966,-68.715397
1736960,44.715462,-68.739453
1736968,44.706895,-68.728458
1736970,44.701047,-68.7247
1736972,44.696793,-68.713487
1736974,44.699532,-68.72928
1736976,44.695419,-68.72527
1734052,45.180764,-68.571015
1734064,45.1791,-68.557532
1734070,45.168951,-68.555612
1734082,45.166517,-68.535027
1734088,45.151679,-68.510882
1734090,45.149452,-68.523687
1734094,45.147363,-68.496123
1743116,45.148519,-68.522208
1743118,45.147295,-68.520333
1733988,45.181302,-68.389261
1733990,45.171048,-68.371711
1733992,45.171396,-68.387383
1733996,45.162047,-68.39425
1734008,45.164594,-68.383414
1733966,45.140653,-68.207388
1733968,45.136462,-68.209409
1733974,45.133454,-68.212855
1733970,45.136219,-68.204681
1733976,45.133448,-68.201861
1733726,45.342501,-68.223842
1733728,45.342003,-68.245475
1733736,45.33676,-68.227034
1733830,45.300917,-68.340446
1733832,45.302486,-68.363358
1733844,45.290423,-68.341741
1733846,45.284666,-68.345088
1733850,45.286406,-68.356315
1733810,45.311752,-68.333387
1733812,45.311069,-68.335406
1733814,45.307434,-68.332649
1733816,45.308212,-68.335218
1733818,45.306245,-68.335535
1731384,45.602013,-68.381077
1731386,45.589501,-68.388088
1731388,45.582889,-68.38202
1731378,45.688687,-68.492596
1731380,45.687005,-68.500187
1731382,45.679441,-68.48582
1731368,45.726341,-68.462187
1731370,45.73643,-68.50242
1731372,45.713237,-68.474113
1731358,45.752007,-68.454831
1731360,45.746075,-68.46852
1731362,45.743092,-68.465346
1731348,45.809378,-68.426925
1731350,45.81205,-68.44234
1731352,45.806789,-68.436362
1731354,45.804443,-68.4328
1731356,45.802592,-68.440661
1731340,45.842802,-68.489375
1731342,45.842335,-68.496666
1731344,45.832911,-68.492265
1733718,45.45461,-68.684364
1733720,45.449012,-68.698116
1733722,45.449009,-68.684429
1731428,45.500427,-68.663649
1731430,45.504533,-68.691109
1733688,45.496951,-68.669007
1733690,45.497826,-68.679321
1733704,45.482845,-68.675038
1736770,44.948203,-68.709501
1736772,44.949569,-68.704626
1736774,44.94736,-68.708942
1736776,44.946955,-68.708754
1736784,44.947337,-68.713211
1736728,44.975644,-68.758927
1736750,44.967388,-68.749221
1737286,44.971185,-68.75744
1737288,44.967002,-68.755942
1737290,44.977103,-68.766553
1734142,45.191049,-68.907324
1734154,45.191363,-68.920113
1734156,45.185251,-68.943929
1734182,45.1674,-68.916267
1736764,44.984543,-68.838259
1736766,44.972683,-68.852122
1736768,44.969069,-68.836703
1736778,44.973247,-68.820338
1736796,44.94964,-68.824157
1736798,44.933872,-68.792996
1736800,44.928107,-68.804378
1736810,44.888536,-68.744478
1736824,44.908603,-68.798857
1734246,45.026754,-68.943305
1734300,45.016096,-68.951748
1743126,45.016232,-68.936597
1734922,45.036835,-69.159066
1734926,45.035031,-69.163784
1734928,45.035937,-69.167507
1734930,45.03411,-69.172001
1734932,45.03326,-69.176849
1734934,45.029815,-69.179481
1734936,45.026059,-69.200955
1734954,45.026577,-69.200512
1743110,45.029078,-69.210336
1736944,44.759711,-68.913816
1736946,44.760471,-68.924478
1736950,44.749459,-68.914121
1736910,44.786487,-68.926865
1736912,44.791166,-68.938116
1736914,44.783654,-68.947634
1736918,44.774899,-68.955426
1736924,44.776585,-68.920154
1738088,44.551006,-69.125128
1738090,44.557494,-69.128279
1738058,44.666254,-69.054675
1738060,44.665751,-69.061166
1738062,44.66398,-69.063982
1733942,45.218391,-68.449046
1733944,45.225011,-68.452005
1733958,45.211902,-68.438883
1733926,45.236777,-68.460635
1733928,45.232161,-68.462442
1733930,45.232673,-68.464878
1738048,44.843873,-69.100781
1738050,44.821629,-69.103587
1738054,44.814733,-69.09237
1733776,45.404908,-68.691908
1733778,45.404399,-68.701535
1733820,45.380942,-68.684446
1733730,45.393072,-68.469009
1733734,45.383388,-68.468971
1733742,45.388001,-68.477522
1733708,45.395209,-68.3758
1733710,45.412456,-68.421504
1733724,45.389373,-68.408753
1733780,45.364226,-68.467001
1733790,45.356742,-68.477715
1733792,45.366423,-68.491011
1733798,45.351113,-68.445572
1733800,45.342467,-68.431077
1733802,45.350193,-68.492301
1733804,45.334782,-68.443664
1733826,45.309797,-68.407451
1733828,45.321152,-68.415782
1733834,45.307305,-68.408754
1733872,45.298447,-68.518656
1733874,45.285448,-68.532473
1733876,45.286701,-68.520969
1733884,45.278659,-68.522047
1733924,45.25618,-68.521493
1733932,45.243614,-68.549383
1733934,45.279256,-68.548162
1733936,45.24817,-68.558135
1733940,45.237208,-68.531112
1733978,45.140474,-68.191314
1733980,45.13155,-68.196988
1733982,45.131226,-68.163387
1733986,45.127227,-68.178783
1734042,45.111629,-68.14776
1734050,45.089213,-68.16994
1734102,45.065133,-68.118823
1734104,45.076365,-68.148898
1734114,45.052121,-68.12574
1734140,45.044751,-68.155728
1734146,45.027327,-68.131532
1734148,45.029347,-68.146989
1733946,45.151888,-68.090012
1733948,45.153622,-68.120258
1733952,45.138554,-68.108163
1734014,45.098805,-68.060816
1734016,45.112517,-68.089838
1734030,45.091418,-68.081556
1734128,45.022488,-68.081032
1734136,45.020182,-68.070423
1734138,45.020395,-68.079667
1734028,45.122873,-68.208713
1734038,45.107476,-68.185121
1734040,45.104832,-68.21562
1733904,45.195183,-68.207409
1733906,45.195047,-68.212272
1733908,45.192413,-68.214699
1733912,45.197015,-68.227178
1733914,45.189518,-68.203914
1733916,45.18263,-68.221687
1733918,45.16959,-68.199547
1733886,45.19218,-68.123108
1733888,45.190298,-68.124285
1733894,45.196105,-68.148463
1733896,45.192514,-68.164818
1733898,45.190599,-68.163622
1733756,45.316123,-68.237104
1733758,45.321568,-68.244263
1733764,45.314278,-68.257653
1736836,44.837941,-68.586756
1736844,44.827118,-68.591328
1736846,44.828066,-68.576639
1736848,44.817387,-68.555285
1736850,44.82228,-68.569237
1736852,44.812491,-68.554458
1736854,44.817536,-68.575494
1737252,44.811602,-68.564448
1743076,44.821709,-68.562096
1736866,44.789694,-68.586195
1736872,44.782783,-68.581033
1736874,44.794545,-68.607025
1736880,44.763952,-68.603031
1736882,44.764749,-68.622037
1736888,44.756985,-68.601216
1736978,44.699739,-68.772394
1736980,44.696393,-68.784237
1736982,44.694655,-68.772717
1737056,44.618258,-68.782119
1737058,44.61465,-68.788999
1737110,44.599844,-68.780574
1737026,44.649766,-68.745684
1737028,44.645147,-68.737655
1737030,44.643252,-68.751064
1737036,44.618897,-68.668781
1737038,44.618133,-68.672782
1737042,44.612561,-68.668156
1737114,44.565625,-68.661808
1737128,44.551912,-68.664485
1737134,44.544255,-68.617682
1737136,44.543541,-68.646218
1737144,44.517345,-68.607821
1737148,44.528077,-68.623521
1737150,44.517858,-68.611942
1737152,44.507962,-68.618806
1737154,44.513059,-68.625888
1737162,44.506721,-68.606553
1738614,44.492329,-68.598687
1738616,44.483856,-68.589998
1738618,44.48405,-68.575141
1738620,44.480878,-68.600157
1738622,44.478846,-68.586992
1743040,44.541135,-68.817251
1743042,44.528927,-68.831272
1743044,44.528754,-68.819549
166173468,44.976223,-68.555633
166173473,44.493257,-69.201235
166173474,44.499593,-69.19863
166173475,44.626072,-68.70707
166173476,44.631079,-68.69954
166173479,44.517125,-68.816292
166173480,44.523949,-68.814739
166173481,44.524097,-68.81831
1025264,45.345718,-69.94527
1024852,45.366574,-69.898081
1025250,45.34604,-69.919494
1024862,45.364151,-69.923142
1025228,45.35659,-69.895498
1025246,45.365867,-69.946073
1024856,45.366452,-69.936551
1025244,45.359286,-69.906959
1024866,45.355582,-69.866198
1024870,45.345997,-69.884156
1024922,45.295168,-69.845096
1025274,45.300399,-69.859986
1024916,45.303238,-69.866356
1025268,45.305775,-69.875663
1024904,45.306477,-69.882694
1024902,45.314591,-69.904154
1025118,45.350383,-69.835872
1025116,45.356217,-69.800614
1024846,45.379706,-69.774283
1025334,45.36929,-69.762752
1025248,45.368078,-69.944802
1025240,45.375408,-69.937877
1025216,45.414424,-69.920353
1025222,45.38397,-69.936649
1024832,45.388521,-69.930688
1027480,45.407057,-69.939327
1024818,45.410317,-69.911565
1025214,45.395882,-69.896086
1024822,45.422175,-69.867243
1024824,45.406924,-69.853694
1025212,45.404143,-69.850535
1025108,45.393103,-69.834266
1024828,45.418934,-69.802483
1024814,45.419505,-69.769228
1025318,45.415073,-69.756702
1025206,45.426426,-69.916164
1024800,45.427137,-69.902286
1025196,45.424309,-69.903687
1024796,45.432277,-69.898922
1024792,45.432799,-69.892307
1025184,45.444724,-69.892343
1024790,45.439679,-69.894585
1025182,45.442797,-69.885804
1024772,45.452789,-69.874767
1022078,45.501837,-69.819689
1025080,45.494152,-69.817717
1025090,45.465008,-69.822461
1025362,45.437669,-69.81985
1024804,45.428151,-69.826223
1025324,45.417758,-69.836765
1022060,45.507418,-69.815291
1022064,45.504499,-69.815483
1024694,45.499934,-69.803794
1022080,45.501867,-69.812279
1025084,45.484786,-69.785015
1025088,45.448113,-69.775327
1025096,45.441331,-69.752623
1022026,45.543781,-69.759977
1022354,45.538049,-69.746801
1022704,45.530027,-69.730546
1022028,45.550346,-69.703866
1022672,45.577979,-69.726363
1022352,45.55972,-69.74112
1021848,45.702817,-69.537341
1021852,45.695058,-69.528852
1022296,45.679597,-69.508802
1021868,45.675096,-69.47967
1021864,45.668506,-69.462927
1021874,45.673717,-69.447811
1021884,45.666268,-69.334852
1021880,45.668718,-69.320321
1022302,45.652942,-69.265064
1022282,45.700233,-69.603301
1022490,45.705808,-69.610533
1022272,45.729799,-69.625496
1021792,45.785833,-69.807033
1021790,45.79469,-69.820313
1021778,45.803571,-69.831757
1021774,45.811075,-69.843464
1022220,45.825136,-69.864788
1021764,45.845027,-69.884773
1022212,45.857777,-69.890231
1021750,45.858821,-69.880366
1021748,45.86871,-69.863772
1022760,45.879221,-69.860382
1022238,45.74808,-69.848331
1021820,45.756655,-69.874563
1021806,45.778578,-69.882628
1022454,45.803223,-69.889642
1022224,45.80255,-69.935915
1022252,45.720552,-69.923308
1022250,45.73998,-69.947803
1022232,45.770116,-69.982981
1021794,45.788332,-69.991249
1021782,45.794862,-69.987062
1022776,45.804259,-69.977445
1021834,45.721736,-69.940946
1021838,45.717637,-69.952648
1021836,45.712069,-69.962988
1022256,45.715505,-69.978334
1027458,45.71589,-69.990347
1023624,45.750557,-70.040087
1022254,45.719826,-70.000957
1027474,45.722747,-69.999509
1023910,45.771416,-70.057489
1022654,45.624088,-69.942694
1022670,45.613726,-69.96491
1023786,45.616207,-70.003321
1022678,45.61846,-69.990424
1022682,45.612574,-70.000928
1023674,45.652864,-70.054534
1023324,45.679951,-70.092504
1023634,45.706983,-70.089903
1023632,45.721663,-70.123239
1023770,45.622318,-70.179985
1023672,45.634888,-70.227931
1023666,45.6549,-70.253304
1023806,45.653691,-70.23789
1023644,45.673525,-70.239924
1023640,45.689807,-70.249989
1023638,45.709314,-70.254286
1023628,45.730701,-70.259443
1023620,45.757346,-70.270525
1023338,45.637614,-70.258304
1023670,45.667554,-70.290526
1023314,45.688718,-70.325021
1023312,45.698642,-70.325868
1023302,45.726311,-70.373488
1023306,45.720711,-70.330412
1023340,45.633943,-70.264997
1023370,45.598743,-70.247348
1023374,45.59276,-70.25699
1023746,45.531909,-70.234884
1023474,45.516885,-70.241013
1023758,45.508876,-70.248714
1023482,45.514673,-70.258011
1023740,45.529038,-70.313817
1023728,45.536696,-70.358219
1023432,45.536344,-70.366909
1023774,45.549706,-70.388654
1023480,45.515476,-70.24683
1023708,45.559268,-70.432005
1023396,45.57263,-70.456957
1023398,45.568305,-70.483637
1023700,45.577082,-70.50264
1023392,45.567383,-70.516734
1023404,45.564426,-70.53755
1023412,45.5535,-70.558332
1023418,45.541108,-70.560915
1023446,45.530285,-70.575691
1023450,45.522685,-70.615548
1023460,45.51822,-70.641484
1023464,45.526541,-70.674385
1026022,45.489327,-70.697388
1023488,45.511041,-70.699967
1023742,45.518375,-70.59033
1025924,45.477049,-70.550729
1023764,45.49851,-70.57438
1025926,45.457447,-70.557083
1026034,45.441408,-70.584263
1025942,45.417836,-70.600887
1025944,45.412871,-70.623803
1023356,45.608971,-70.051467
1023696,45.592472,-70.044573
1023706,45.56736,-70.043347
1023712,45.555227,-70.074286
1023722,45.544966,-70.095882
1023434,45.537099,-70.108432
1023506,45.500937,-70.080118
1025916,45.488308,-70.082929
1021922,45.62107,-69.852056
1021962,45.607981,-69.878393
1021978,45.592212,-69.897111
1022320,45.583339,-69.908509
1022326,45.574085,-69.915638
1022016,45.557115,-69.929575
1022020,45.544904,-69.944644
1024768,45.444964,-69.88717
1024764,45.45742,-69.884778
1025168,45.458643,-69.895203
1024742,45.459857,-69.90202
1025166,45.475968,-69.898817
1024722,45.478297,-69.921913
1024704,45.490971,-69.912441
1025140,45.497011,-69.915927
1022376,45.502721,-69.918304
1024684,45.498521,-69.925728
1025354,45.50018,-69.921359
1022374,45.508066,-69.926354
1022756,45.506568,-69.934917
1024690,45.499341,-69.942904
1025148,45.492397,-69.952305
1024686,45.496148,-69.989192
1024710,45.495044,-69.974084
1024848,45.388871,-69.967762
1025242,45.366981,-69.958876
1024826,45.398401,-69.998436
1025946,45.429535,-70.035695
1026032,45.480845,-70.018447
1023510,45.505987,-70.005777
1026024,45.498776,-70.021759
1023500,45.504966,-70.027145
1023498,45.506739,-70.03299
1023876,45.499171,-70.045976
1023950,45.510128,-70.052827
1023494,45.505948,-70.048905
1024712,45.483437,-69.667408
1024718,45.476191,-69.67815
1024750,45.463746,-69.683841
1025300,45.452796,-69.691409
1023920,45.71211,-70.3841
1023308,45.7078,-70.358198
1023716,45.544497,-70.423066
1023724,45.513836,-70.409453
1023648,45.676201,-70.129374
1023444,45.526003,-70.533166
1023904,45.515634,-70.5452
1023442,45.536923,-70.537894
1023906,45.524061,-70.52277
1023748,45.520719,-70.506847
1027476,45.50044,-70.503017
1023760,45.504326,-70.498242
1026030,45.476456,-70.510101
1024724,45.472628,-69.863193
1024714,45.4913,-69.867059
1022074,45.506476,-69.881396
1025350,45.499844,-69.87343
1023478,45.513231,-70.239954
1023752,45.512547,-70.198781
1023502,45.50845,-70.161949
1025918,45.492554,-70.163774
1023676,45.609316,-70.200433
1023436,45.532692,-70.637346
1023426,45.54607,-70.663028
1023970,45.56328,-70.680066
1023766,45.49548,-70.212238
1025922,45.477476,-70.213474
1026044,45.471435,-70.164846
1022290,45.686463,-69.441414
1021850,45.698521,-69.450232
1022280,45.704126,-69.436196
1022262,45.729094,-69.454272
1021776,45.830228,-69.80759
1026040,45.478467,-70.115323
1025930,45.468422,-70.07342
1023390,45.585563,-70.141414
1023680,45.591603,-70.094648
1027478,45.59155,-69.924172
1021982,45.584413,-69.91707
1021988,45.574049,-69.954352
1022340,45.562944,-69.961994
1021998,45.569688,-69.988755
1023484,45.508159,-70.652117
1023492,45.498868,-70.66715
1025928,45.472153,-70.658693
1024820,45.413639,-69.980515
1024808,45.437656,-69.986566
1024778,45.443383,-69.974894
1024762,45.451443,-69.984243
1025314,45.475984,-69.994359
1024746,45.467455,-69.995906
1021934,45.610216,-69.997264
1023410,45.576678,-70.010572
1023372,45.598869,-70.004146
1022680,45.614362,-69.995771
1025936,45.454687,-70.60852
1023616,45.748184,-70.35909
1021900,45.652167,-69.774385
1022002,45.571488,-69.875917
1022008,45.560547,-69.87738
24896752,45.554785,-69.885291
1027454,45.621499,-69.782793
1021916,45.622483,-69.781672
1021918,45.618034,-69.781943
1027452,45.619288,-69.792367
1021950,45.618586,-69.801629
1022314,45.601104,-69.820251
1022328,45.579378,-69.849928
1021990,45.572492,-69.854083
1022344,45.572673,-69.838447
1022348,45.5669,-69.848659
1022370,45.525763,-69.854243
1022084,45.499326,-69.705937
1022072,45.503022,-69.717404
1024700,45.49343,-69.679155
1024698,45.492572,-69.693289
1023400,45.564302,-70.602751
24896746,45.569987,-70.606644
24896750,45.563505,-70.611994
1023402,45.561245,-70.60472
24896748,45.567419,-70.612229
1026036,45.446126,-70.013959
1025940,45.432294,-70.00489
1024760,45.454551,-69.973959
1024732,45.464269,-69.972611
1025170,45.473645,-69.976095
1025316,45.464046,-69.983218
1024734,45.465775,-69.98014
1024748,45.459395,-69.993941
1025320,45.46685,-70.002085
1024780,45.442659,-69.983965
1025332,45.453866,-69.995549
1024810,45.422106,-69.994378
166195938,45.507388,-70.02423
1023486,45.509393,-70.028901
1023948,45.512959,-70.032977
1025908,45.49615,-70.032017
1023952,45.499222,-70.032596
1024812,45.426574,-69.934629
1024708,45.487911,-69.924924
1025304,45.492793,-69.930606
1022062,45.509822,-69.918378
1022368,45.51773,-69.925646
1022042,45.522895,-69.928902
1022752,45.522159,-69.939608
1022052,45.517046,-69.943859
1022754,45.513597,-69.944711
1022058,45.515423,-69.952332
1022758,45.50846,-69.957473
1022068,45.502758,-69.961717
1024688,45.498565,-69.966219
1025308,45.493592,-69.968395
1022360,45.518573,-69.907337
1022038,45.531866,-69.925542
1024776,45.448257,-69.898868
1025322,45.44169,-69.905862
1022070,45.512162,-69.893534
1024736,45.480272,-69.881602
1025352,45.499757,-69.896242
1024716,45.480508,-69.869698
1024702,45.492466,-69.88015
1024706,45.487872,-69.855871
1024696,45.499929,-69.859817
1025134,45.492513,-69.853378
1022076,45.513571,-69.865198
1022790,45.533059,-69.836133
1022356,45.545002,-69.839688
1022040,45.526182,-69.830583
1022030,45.553444,-69.82431
1022336,45.575663,-69.813986
1021974,45.604009,-69.783836
1021976,45.594892,-69.777578
1022322,45.605493,-69.754
1022350,45.571532,-69.748127
1021890,45.650228,-69.791757
1021964,45.603363,-69.90011
1022666,45.608238,-69.911275
1022784,45.60795,-69.934924
1021956,45.604225,-69.921192
1022332,45.588422,-69.959846
1022338,45.576439,-69.973192
1022014,45.556098,-69.989946
1022694,45.581253,-69.921475
1022324,45.595365,-69.940763
1022018,45.54971,-69.944681
1022730,45.549435,-69.954824
1022012,45.554432,-69.955722
1022744,45.536253,-69.939808
1022742,45.536767,-69.952563
1022032,45.531102,-69.950355
1022738,45.539631,-69.955757
1022024,45.543076,-69.956353
1022736,45.545654,-69.963043
1022022,45.542301,-69.984047
1022740,45.53668,-69.953488
1022046,45.526176,-69.966776
1021996,45.564988,-69.908201
1021984,45.5813,-69.892943
1021940,45.605429,-69.858482
1021910,45.637871,-69.850465
1021924,45.620332,-69.903761
1021928,45.619068,-69.921096
1021948,45.604884,-69.98807
1022674,45.607187,-69.98197
1021972,45.593567,-69.985215
1023688,45.582505,-70.068069
1023926,45.589179,-70.075421
1023714,45.551639,-70.089848
1023934,45.558655,-70.103088
1023718,45.550391,-70.141115
1023504,45.500986,-70.137943
1023754,45.505134,-70.106972
1023726,45.538879,-70.052393
1023454,45.528733,-70.031282
1023938,45.539327,-70.01907
1023458,45.525373,-70.042763
1023470,45.519693,-70.036316
1023942,45.516098,-70.051018
1023462,45.52456,-70.025997
1023848,45.52618,-69.999614
1023946,45.510696,-70.023306
1023756,45.515268,-70.017352
1023636,45.695864,-70.222116
1023626,45.722143,-70.242276
1023782,45.731341,-70.225677
1023622,45.7609,-70.23767
1023916,45.741233,-70.252068
1023298,45.738715,-70.258641
1023316,45.688876,-70.254241
1023918,45.690008,-70.269289
1023618,45.723434,-70.299983
1023914,45.759016,-70.32816
1023318,45.687338,-70.334313
1023922,45.689854,-70.366559
1023732,45.535916,-70.176674
1023694,45.571499,-70.201831
1023704,45.549875,-70.210495
1023456,45.527824,-70.272703
1023888,45.524047,-70.269641
1023468,45.520197,-70.267644
1023438,45.53953,-70.269606
1023958,45.528887,-70.262821
1023428,45.542293,-70.285097
1023440,45.533824,-70.278778
1023886,45.535219,-70.285931
1023954,45.549617,-70.301925
1023698,45.575741,-70.434183
1023382,45.580008,-70.433944
1023378,45.586484,-70.44038
1023692,45.589871,-70.471394
1023944,45.605874,-70.489878
1023678,45.618389,-70.433427
1023842,45.613123,-70.452288
1023348,45.620968,-70.466598
1023846,45.611624,-70.475733
1023346,45.618983,-70.480869
1023936,45.624819,-70.488095
1023686,45.605254,-70.393543
1023380,45.588045,-70.514778
1023368,45.607472,-70.579723
1023366,45.593971,-70.527685
1023362,45.629167,-70.525099
1023364,45.627352,-70.559636
1023690,45.581738,-70.553004
1023376,45.596717,-70.607196
1023956,45.603717,-70.640477
1023386,45.585744,-70.624017
1023772,45.562743,-70.592918
1023720,45.543098,-70.58107
1023422,45.536229,-70.604924
1023900,45.544592,-70.596626
1023902,45.535335,-70.595538
1023416,45.541774,-70.586659
1023898,45.543318,-70.591965
1023420,45.542355,-70.596389
1023974,45.543956,-70.615659
1023710,45.546924,-70.591761
1023968,45.551291,-70.591253
1023424,45.546777,-70.638286
1023408,45.571842,-70.654193
1023406,45.555073,-70.641849
1023966,45.566466,-70.634512
1023466,45.520776,-70.68806
1023978,45.525328,-70.683928
1023490,45.496067,-70.638489
1023980,45.50243,-70.629569
1023496,45.491435,-70.598683
1025920,45.479392,-70.615722
1025912,45.493201,-70.616864
1025938,45.42471,-70.560551
1025932,45.445741,-70.511112
1026048,45.445147,-70.516489
1026046,45.444797,-70.506968
1025934,45.442929,-70.537098
1023750,45.510407,-70.496582
1023976,45.510545,-70.488394
1023414,45.549768,-70.500298
1023702,45.553198,-70.470769
1023960,45.548663,-70.451664
1023734,45.530646,-70.438754
1026026,45.480634,-70.453805
1023744,45.508169,-70.451004
1023738,45.528537,-70.473833
1023972,45.519438,-70.490443
1023890,45.536805,-70.379166
1023430,45.53775,-70.370992
1023736,45.530346,-70.375653
1023962,45.526842,-70.368821
1023730,45.531356,-70.360437
1023452,45.523348,-70.350164
1023894,45.515576,-70.381848
1023472,45.515481,-70.363686
1023964,45.504227,-70.362487
1023448,45.530144,-70.350877
1025910,45.497954,-70.262708
1023768,45.504247,-70.25501
1026028,45.462688,-70.243131
1025914,45.489336,-70.263793
1026042,45.489328,-70.251397
1023476,45.514373,-70.236324
1023394,45.578081,-70.350969
1023850,45.577822,-70.358988
1023940,45.585963,-70.350222
1023388,45.581733,-70.364016
1023684,45.591121,-70.221358
1023344,45.61157,-70.296958
1023342,45.623895,-70.326127
1023820,45.634033,-70.36108
1023336,45.643107,-70.383605
1023654,45.643576,-70.413686
1023328,45.660177,-70.426304
1023332,45.645485,-70.445498
1023830,45.645938,-70.463054
1023334,45.640472,-70.474862
1023664,45.639795,-70.484476
1023930,45.642904,-70.503685
1023354,45.597515,-70.318742
1023834,45.609899,-70.339716
1023350,45.61378,-70.352595
1023360,45.599133,-70.348789
1023844,45.59605,-70.361112
1023682,45.589647,-70.359906
1023352,45.607172,-70.356572
1023932,45.610712,-70.369754
1023652,45.673491,-70.404013
1023320,45.702002,-70.406801
1023310,45.69844,-70.455767
1023812,45.690642,-70.476422
1023322,45.684572,-70.465674
1023326,45.668408,-70.462202
1023662,45.661658,-70.49629
1023330,45.65455,-70.413233
1023928,45.652522,-70.419748
1023658,45.660709,-70.335857
1023668,45.646173,-70.182233
1023924,45.657873,-70.197845
1023660,45.665715,-70.191341
1023650,45.709427,-70.181398
1023630,45.731083,-70.090816
1023780,45.73071,-70.13069
1023300,45.737892,-70.135945
1023778,45.749395,-70.14852
1023296,45.740851,-70.121946
1023776,45.739931,-70.11064
1023912,45.752095,-70.086143
1023294,45.750016,-70.102387
1023642,45.704958,-70.127879
1022656,45.627499,-69.95339
1022310,45.633486,-69.975514
1022304,45.649562,-69.99187
1023656,45.68084,-70.037714
1022306,45.640132,-70.000134
1021906,45.639097,-69.951208
1021892,45.646366,-69.95665
1022634,45.643992,-69.957609
1022782,45.653356,-69.971152
1022300,45.662461,-69.95412
1021866,45.689383,-70.003345
1022378,45.675168,-70.003038
1022292,45.692306,-69.97645
1022234,45.778807,-69.953855
1021784,45.807562,-69.995495
1021788,45.797671,-70.008797
1023292,45.785317,-70.015855
1027472,45.784586,-69.999486
1023908,45.793496,-70.021451
1021796,45.783314,-69.998185
1022230,45.742633,-69.976685
1022246,45.734588,-69.98304
1022248,45.744924,-70.004879
1023304,45.719316,-70.040654
1022786,45.715419,-69.995266
1022792,45.716518,-69.997756
1021854,45.707505,-69.945084
1021826,45.740766,-69.924628
1022532,45.745732,-69.914642
1022236,45.756167,-69.911304
1021876,45.679422,-69.822337
1022568,45.66518,-69.812436
1021870,45.681632,-69.806049
1022564,45.669777,-69.803985
1022284,45.69772,-69.811039
1022258,45.721276,-69.825381
1021840,45.718993,-69.842084
1022778,45.72943,-69.851362
1022270,45.705294,-69.839255
1021818,45.776692,-69.854919
1021808,45.771761,-69.905631
1022240,45.759248,-69.826362
1021816,45.766059,-69.813584
1021772,45.828525,-69.828499
1021762,45.852501,-69.848922
1021770,45.833064,-69.843952
1022402,45.839785,-69.85485
1021746,45.862669,-69.867958
1021752,45.869031,-69.881231
1022762,45.877237,-69.883684
1022214,45.851624,-69.909514
1021768,45.83455,-69.939368
1021760,45.847699,-69.924734
1022764,45.852943,-69.929267
1022216,45.828513,-69.900094
1021800,45.788346,-69.832153
1021798,45.805276,-69.785947
1021804,45.783061,-69.757481
1022222,45.810726,-69.758671
1021780,45.811193,-69.730893
1021766,45.83887,-69.733014
1022210,45.860168,-69.753757
1021756,45.86406,-69.788953
1021758,45.855418,-69.798235
1021754,45.855271,-69.781992
1022218,45.838331,-69.767399
1022208,45.884603,-69.748944
1021742,45.882236,-69.770943
1021738,45.891978,-69.760928
1022388,45.891872,-69.773513
1021736,45.898038,-69.777464
1021734,45.898345,-69.783785
1022386,45.901021,-69.78815
1022204,45.895297,-69.826748
1022206,45.871835,-69.813986
1021740,45.895128,-69.685427
1021744,45.889575,-69.649183
1022226,45.809063,-69.606867
1021810,45.773417,-69.631682
1022770,45.762611,-69.626155
1021822,45.742944,-69.693267
1021842,45.718666,-69.70096
1021844,45.723086,-69.680092
1021846,45.719526,-69.656137
1021832,45.728955,-69.566258
1022228,45.763343,-69.565309
1021814,45.7674,-69.568279
1022408,45.778884,-69.572727
1021802,45.783125,-69.589174
1022242,45.753729,-69.604497
1022772,45.755125,-69.620703
1022244,45.754076,-69.583427
1022768,45.763791,-69.5911
