summerBP,CTDEP,1,2008,f,,
summerBP,CTDEP,1,2009,,,
summerBP,CTDEP,1,2010,,,
summerBP,CTDEP,1,2011,,,
summerBP,CTDEP,4,2006,raw,,
summerBP,CTDEP,22,2010,,,
summerBP,CTDEP,22,2011,,,
summerBP,CTDEP,22,2012,,,
summerBP,CTDEP,27,2007,,,
summerBP,CTDEP,28,2010,f,,
summerBP,CTDEP,28,2011,,,
summerBP,CTDEP,28,2012,,,
summerBP,CTDEP,31,2006,,,
summerBP,CTDEP,33,2001,f,,f = flat top
summerBP,CTDEP,43,2003,,,c = circus tent
summerBP,CTDEP,43,2004,,,r = raw data issue
summerBP,CTDEP,43,2005,,,I = impoundment release
summerBP,CTDEP,43,2006,,,w = weird site
summerBP,CTDEP,43,2007,,,
summerBP,CTDEP,43,2008,r,,
summerBP,CTDEP,44,2008,,,
summerBP,CTDEP,47,2003,,,
summerBP,CTDEP,47,2004,,,
summerBP,CTDEP,47,2005,,,
summerBP,CTDEP,47,2006,,,
summerBP,CTDEP,47,2007,,,
summerBP,CTDEP,47,2008,f,,
summerBP,CTDEP,47,2009,,,
summerBP,CTDEP,47,2010,,,
summerBP,CTDEP,47,2011,f,,
summerBP,CTDEP,47,2012,,,
summerBP,CTDEP,49,2011,f,,
summerBP,CTDEP,49,2012,,,
summerBP,CTDEP,50,2001,,,
summerBP,CTDEP,51,2004,,,
summerBP,CTDEP,51,2005,f,,
summerBP,CTDEP,51,2006,,,
summerBP,CTDEP,51,2007,c,,
summerBP,CTDEP,51,2008,,,
summerBP,CTDEP,51,2009,,,
summerBP,CTDEP,51,2010,,,
summerBP,CTDEP,54,2001,r,,
summerBP,CTDEP,54,2002,,,
summerBP,CTDEP,54,2003,,,
summerBP,CTDEP,54,2004,,,
summerBP,CTDEP,54,2005,,,
summerBP,CTDEP,54,2006,,,
summerBP,CTDEP,54,2007,,,
summerBP,CTDEP,54,2008,,,
summerBP,CTDEP,54,2009,,,
summerBP,CTDEP,54,2010,,,
summerBP,CTDEP,54,2011,,,
summerBP,CTDEP,63,2002,,,
summerBP,CTDEP,68,2003,,,
summerBP,CTDEP,68,2004,,,
summerBP,CTDEP,68,2005,,,
summerBP,CTDEP,68,2006,,,
summerBP,CTDEP,68,2007,,,
summerBP,CTDEP,68,2008,,,
summerBP,CTDEP,68,2009,,,
summerBP,CTDEP,68,2010,,,
summerBP,CTDEP,68,2011,,,
summerBP,CTDEP,69,2003,,,
summerBP,CTDEP,70,2011,,,
summerBP,CTDEP,70,2012,,,
summerBP,CTDEP,72,2011,,,
summerBP,CTDEP,72,2012,,,
summerBP,CTDEP,75,2008,,,
summerBP,CTDEP,77,2011,,,
summerBP,CTDEP,77,2012,,,
summerBP,CTDEP,81,2011,i,,
summerBP,CTDEP,81,2012,,,
summerBP,CTDEP,89,2006,,,
summerBP,CTDEP,89,2007,c,,
summerBP,CTDEP,89,2008,c,,
summerBP,CTDEP,89,2009,,,
summerBP,CTDEP,89,2010,,,
summerBP,CTDEP,90,2008,,,
summerBP,CTDEP,90,2009,,,
summerBP,CTDEP,96,2011,f,,
summerBP,CTDEP,96,2012,,,
summerBP,CTDEP,98,2006,,,
summerBP,CTDEP,101,2004,,,
summerBP,CTDEP,101,2005,,,
summerBP,CTDEP,101,2006,,,
summerBP,CTDEP,101,2007,,,
summerBP,CTDEP,101,2008,,,
summerBP,CTDEP,101,2009,,,
summerBP,CTDEP,101,2010,,,
summerBP,CTDEP,101,2011,,,
summerBP,CTDEP,101,2012,,,
summerBP,CTDEP,102,2002,,,
summerBP,CTDEP,110,2004,,,
summerBP,CTDEP,110,2005,f,,
summerBP,CTDEP,110,2006,,,
summerBP,CTDEP,110,2007,f,,
summerBP,CTDEP,110,2008,fr,,
summerBP,CTDEP,110,2009,,,
summerBP,CTDEP,110,2010,,,
summerBP,CTDEP,112,2001,,,
summerBP,CTDEP,112,2002,,,
summerBP,CTDEP,112,2003,,,
summerBP,CTDEP,112,2004,,,
summerBP,CTDEP,113,2011,,,
summerBP,CTDEP,116,2004,,,
summerBP,CTDEP,116,2005,f,,
summerBP,CTDEP,116,2006,f,,
summerBP,CTDEP,116,2007,,,
summerBP,CTDEP,116,2008,,,
summerBP,CTDEP,116,2009,,,
summerBP,CTDEP,116,2010,,,
summerBP,CTDEP,122,2011,,,
summerBP,CTDEP,122,2012,,,
summerBP,CTDEP,123,2001,,,
summerBP,CTDEP,123,2002,,,
summerBP,CTDEP,123,2003,,,
summerBP,CTDEP,123,2004,,,
summerBP,CTDEP,123,2005,,,
summerBP,CTDEP,123,2006,,,
summerBP,CTDEP,124,2011,,,
summerBP,CTDEP,139,2010,,,
summerBP,CTDEP,145,2010,,,
summerBP,CTDEP,151,2004,f,,
summerBP,CTDEP,153,2010,,,
summerBP,CTDEP,153,2011,,,
summerBP,CTDEP,153,2012,,,
summerBP,CTDEP,155,2001,,,
summerBP,CTDEP,158,2005,,,
summerBP,CTDEP,159,2011,,,
summerBP,CTDEP,159,2012,,,
summerBP,CTDEP,163,2004,,,
summerBP,CTDEP,163,2005,,,
summerBP,CTDEP,163,2006,,,
summerBP,CTDEP,163,2007,c,,
summerBP,CTDEP,163,2008,,,
summerBP,CTDEP,163,2009,,,
summerBP,CTDEP,163,2010,,,
summerBP,CTDEP,163,2011,f,,
summerBP,CTDEP,163,2012,,,
summerBP,CTDEP,168,1999,f,,
summerBP,CTDEP,189,2004,,,
summerBP,CTDEP,189,2005,,,
summerBP,CTDEP,189,2006,,,
summerBP,CTDEP,189,2007,,,
summerBP,CTDEP,189,2008,,,
summerBP,CTDEP,189,2009,,,
summerBP,CTDEP,189,2010,,,
summerBP,CTDEP,191,2001,fr,,
summerBP,CTDEP,191,2002,,,
summerBP,CTDEP,191,2003,,,
summerBP,CTDEP,191,2004,,,
summerBP,CTDEP,191,2005,fi,,
summerBP,CTDEP,191,2006,,,
summerBP,CTDEP,191,2007,,,
summerBP,CTDEP,191,2008,,,
summerBP,CTDEP,191,2009,,,
summerBP,CTDEP,191,2010,,,
summerBP,CTDEP,191,2011,,,
summerBP,CTDEP,191,2012,,,
summerBP,CTDEP,192,2004,,,
summerBP,CTDEP,192,2005,,,
summerBP,CTDEP,192,2006,,,
summerBP,CTDEP,192,2007,c,,
summerBP,CTDEP,192,2008,f,,
summerBP,CTDEP,192,2009,,,
summerBP,CTDEP,192,2010,f,,
summerBP,CTDEP,192,2011,,,
summerBP,CTDEP,192,2012,,,
summerBP,CTDEP,194,2004,,,
summerBP,CTDEP,194,2005,,,
summerBP,CTDEP,194,2006,,,
summerBP,CTDEP,194,2007,c,,
summerBP,CTDEP,194,2008,,,
summerBP,CTDEP,194,2009,,,
summerBP,CTDEP,194,2010,,,
summerBP,CTDEP,197,2004,,,
summerBP,CTDEP,197,2005,,,
summerBP,CTDEP,197,2006,,,
summerBP,CTDEP,197,2007,c,,
summerBP,CTDEP,197,2008,,,
summerBP,CTDEP,197,2009,,,
summerBP,CTDEP,197,2010,,,
summerBP,CTDEP,204,1999,,,
summerBP,CTDEP,204,2000,,,
summerBP,CTDEP,204,2001,,,
summerBP,CTDEP,204,2002,,,
summerBP,CTDEP,204,2003,,,
summerBP,CTDEP,205,2001,w,,
summerBP,CTDEP,205,2002,,,
summerBP,CTDEP,205,2003,f,,
summerBP,CTDEP,208,1999,,,
summerBP,CTDEP,208,2000,,,
summerBP,CTDEP,208,2001,,,
summerBP,CTDEP,208,2002,,,
summerBP,CTDEP,208,2003,,,
summerBP,CTDEP,212,2001,,,
summerBP,CTDEP,212,2002,,,
summerBP,CTDEP,212,2003,,,
summerBP,CTDEP,216,2004,,,
summerBP,CTDEP,216,2005,,,
summerBP,CTDEP,216,2006,,,
summerBP,CTDEP,216,2007,c,,
summerBP,CTDEP,216,2008,,,
summerBP,CTDEP,216,2009,,,
summerBP,CTDEP,216,2010,,,
summerBP,CTDEP,216,2011,,,
summerBP,CTDEP,223,2004,,,
summerBP,CTDEP,223,2005,,,
summerBP,CTDEP,223,2006,,,
summerBP,CTDEP,233,2011,f,,
summerBP,CTDEP,233,2012,,,
summerBP,CTDEP,235,2006,,,
summerBP,CTDEP,235,2007,c,,
summerBP,CTDEP,235,2008,,,
summerBP,CTDEP,235,2009,,,
summerBP,CTDEP,235,2010,,,
summerBP,CTDEP,236,2006,,,
