agency,site,date,temp,Latitude,Longitude
CTDEP,CTDEP_1,1/1/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/2/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/3/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/4/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/5/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/6/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/7/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/8/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/9/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/10/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/11/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/12/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/13/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/14/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/15/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/16/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/17/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/18/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/19/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/20/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/21/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/22/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/23/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/24/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/25/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/26/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/27/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/28/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/29/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/30/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/31/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/1/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/2/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/3/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/4/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/5/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/6/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/7/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/8/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/9/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/10/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/11/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/12/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/13/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/14/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/15/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/16/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/17/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/18/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/19/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/20/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/21/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/22/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/23/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/24/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/25/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/26/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/27/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/28/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,2/29/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/1/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/2/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/3/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/4/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/5/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/6/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/7/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/8/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/9/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/10/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/11/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/12/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/13/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/14/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/15/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/16/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/17/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/18/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/19/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/20/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/21/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/22/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/23/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/24/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/25/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/26/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/27/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/28/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/29/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/30/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,3/31/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/1/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/2/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/3/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/4/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/5/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/6/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/7/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/8/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/9/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/10/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/11/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/12/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/13/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/14/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/15/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,4/16/2008,12.5525,41.186433,-73.342933
CTDEP,CTDEP_1,4/17/2008,12.23625,41.186433,-73.342933
CTDEP,CTDEP_1,4/18/2008,13.59083333,41.186433,-73.342933
CTDEP,CTDEP_1,4/19/2008,15.12791667,41.186433,-73.342933
CTDEP,CTDEP_1,4/20/2008,14.99583333,41.186433,-73.342933
CTDEP,CTDEP_1,4/21/2008,14.78708333,41.186433,-73.342933
CTDEP,CTDEP_1,4/22/2008,15.36583333,41.186433,-73.342933
CTDEP,CTDEP_1,4/23/2008,16.25,41.186433,-73.342933
CTDEP,CTDEP_1,4/24/2008,17.38125,41.186433,-73.342933
CTDEP,CTDEP_1,4/25/2008,16.825,41.186433,-73.342933
CTDEP,CTDEP_1,4/26/2008,16.39625,41.186433,-73.342933
CTDEP,CTDEP_1,4/27/2008,15.02666667,41.186433,-73.342933
CTDEP,CTDEP_1,4/28/2008,13.35166667,41.186433,-73.342933
CTDEP,CTDEP_1,4/29/2008,12.54458333,41.186433,-73.342933
CTDEP,CTDEP_1,4/30/2008,11.63833333,41.186433,-73.342933
CTDEP,CTDEP_1,5/1/2008,11.87583333,41.186433,-73.342933
CTDEP,CTDEP_1,5/2/2008,12.23041667,41.186433,-73.342933
CTDEP,CTDEP_1,5/3/2008,11.72875,41.186433,-73.342933
CTDEP,CTDEP_1,5/4/2008,12.32333333,41.186433,-73.342933
CTDEP,CTDEP_1,5/5/2008,13.86208333,41.186433,-73.342933
CTDEP,CTDEP_1,5/6/2008,14.95958333,41.186433,-73.342933
CTDEP,CTDEP_1,5/7/2008,15.89583333,41.186433,-73.342933
CTDEP,CTDEP_1,5/8/2008,16.41083333,41.186433,-73.342933
CTDEP,CTDEP_1,5/9/2008,15.17291667,41.186433,-73.342933
CTDEP,CTDEP_1,5/10/2008,13.24958333,41.186433,-73.342933
CTDEP,CTDEP_1,5/11/2008,13.62541667,41.186433,-73.342933
CTDEP,CTDEP_1,5/12/2008,12.61333333,41.186433,-73.342933
CTDEP,CTDEP_1,5/13/2008,12.3875,41.186433,-73.342933
CTDEP,CTDEP_1,5/14/2008,13.56625,41.186433,-73.342933
CTDEP,CTDEP_1,5/15/2008,14.78166667,41.186433,-73.342933
CTDEP,CTDEP_1,5/16/2008,14.62916667,41.186433,-73.342933
CTDEP,CTDEP_1,5/17/2008,14.115,41.186433,-73.342933
CTDEP,CTDEP_1,5/18/2008,14.88625,41.186433,-73.342933
CTDEP,CTDEP_1,5/19/2008,13.80583333,41.186433,-73.342933
CTDEP,CTDEP_1,5/20/2008,12.50458333,41.186433,-73.342933
CTDEP,CTDEP_1,5/21/2008,12.05708333,41.186433,-73.342933
CTDEP,CTDEP_1,5/22/2008,12.60666667,41.186433,-73.342933
CTDEP,CTDEP_1,5/23/2008,13.09791667,41.186433,-73.342933
CTDEP,CTDEP_1,5/24/2008,14.04083333,41.186433,-73.342933
CTDEP,CTDEP_1,5/25/2008,14.93916667,41.186433,-73.342933
CTDEP,CTDEP_1,5/26/2008,16.05833333,41.186433,-73.342933
CTDEP,CTDEP_1,5/27/2008,17.83291667,41.186433,-73.342933
CTDEP,CTDEP_1,5/28/2008,17.19041667,41.186433,-73.342933
CTDEP,CTDEP_1,5/29/2008,16.43625,41.186433,-73.342933
CTDEP,CTDEP_1,5/30/2008,16.89833333,41.186433,-73.342933
CTDEP,CTDEP_1,5/31/2008,17.96791667,41.186433,-73.342933
CTDEP,CTDEP_1,6/1/2008,18.54875,41.186433,-73.342933
CTDEP,CTDEP_1,6/2/2008,18.76833333,41.186433,-73.342933
CTDEP,CTDEP_1,6/3/2008,19.06375,41.186433,-73.342933
CTDEP,CTDEP_1,6/4/2008,18.65916667,41.186433,-73.342933
CTDEP,CTDEP_1,6/5/2008,18.10375,41.186433,-73.342933
CTDEP,CTDEP_1,6/6/2008,17.75708333,41.186433,-73.342933
CTDEP,CTDEP_1,6/7/2008,18.71208333,41.186433,-73.342933
CTDEP,CTDEP_1,6/8/2008,21.13583333,41.186433,-73.342933
CTDEP,CTDEP_1,6/9/2008,22.80208333,41.186433,-73.342933
CTDEP,CTDEP_1,6/10/2008,24.31125,41.186433,-73.342933
CTDEP,CTDEP_1,6/11/2008,24.18041667,41.186433,-73.342933
CTDEP,CTDEP_1,6/12/2008,23.1725,41.186433,-73.342933
CTDEP,CTDEP_1,6/13/2008,21.69666667,41.186433,-73.342933
CTDEP,CTDEP_1,6/14/2008,21.25833333,41.186433,-73.342933
CTDEP,CTDEP_1,6/15/2008,22.16333333,41.186433,-73.342933
CTDEP,CTDEP_1,6/16/2008,20.83041667,41.186433,-73.342933
CTDEP,CTDEP_1,6/17/2008,19.96166667,41.186433,-73.342933
CTDEP,CTDEP_1,6/18/2008,19.22333333,41.186433,-73.342933
CTDEP,CTDEP_1,6/19/2008,18.83041667,41.186433,-73.342933
CTDEP,CTDEP_1,6/20/2008,19.26333333,41.186433,-73.342933
CTDEP,CTDEP_1,6/21/2008,19.98958333,41.186433,-73.342933
CTDEP,CTDEP_1,6/22/2008,20.63708333,41.186433,-73.342933
CTDEP,CTDEP_1,6/23/2008,20.9325,41.186433,-73.342933
CTDEP,CTDEP_1,6/24/2008,21.20541667,41.186433,-73.342933
CTDEP,CTDEP_1,6/25/2008,21.10416667,41.186433,-73.342933
CTDEP,CTDEP_1,6/26/2008,21.19,41.186433,-73.342933
CTDEP,CTDEP_1,6/27/2008,20.93416667,41.186433,-73.342933
CTDEP,CTDEP_1,6/28/2008,21.66708333,41.186433,-73.342933
CTDEP,CTDEP_1,6/29/2008,22.88041667,41.186433,-73.342933
CTDEP,CTDEP_1,6/30/2008,23.24458333,41.186433,-73.342933
CTDEP,CTDEP_1,7/1/2008,23.4075,41.186433,-73.342933
CTDEP,CTDEP_1,7/2/2008,23.28,41.186433,-73.342933
CTDEP,CTDEP_1,7/3/2008,23.07125,41.186433,-73.342933
CTDEP,CTDEP_1,7/4/2008,23.21791667,41.186433,-73.342933
CTDEP,CTDEP_1,7/5/2008,22.39458333,41.186433,-73.342933
CTDEP,CTDEP_1,7/6/2008,20.92916667,41.186433,-73.342933
CTDEP,CTDEP_1,7/7/2008,21.0325,41.186433,-73.342933
CTDEP,CTDEP_1,7/8/2008,22.645,41.186433,-73.342933
CTDEP,CTDEP_1,7/9/2008,23.55041667,41.186433,-73.342933
CTDEP,CTDEP_1,7/10/2008,23.80916667,41.186433,-73.342933
CTDEP,CTDEP_1,7/11/2008,22.95416667,41.186433,-73.342933
CTDEP,CTDEP_1,7/12/2008,23.06375,41.186433,-73.342933
CTDEP,CTDEP_1,7/13/2008,23.61208333,41.186433,-73.342933
CTDEP,CTDEP_1,7/14/2008,23.80041667,41.186433,-73.342933
CTDEP,CTDEP_1,7/15/2008,19.09041667,41.186433,-73.342933
CTDEP,CTDEP_1,7/16/2008,17.57791667,41.186433,-73.342933
CTDEP,CTDEP_1,7/17/2008,16.45958333,41.186433,-73.342933
CTDEP,CTDEP_1,7/18/2008,17.00875,41.186433,-73.342933
CTDEP,CTDEP_1,7/19/2008,18.82458333,41.186433,-73.342933
CTDEP,CTDEP_1,7/20/2008,21.16541667,41.186433,-73.342933
CTDEP,CTDEP_1,7/21/2008,22.87625,41.186433,-73.342933
CTDEP,CTDEP_1,7/22/2008,23.46541667,41.186433,-73.342933
CTDEP,CTDEP_1,7/23/2008,23.09125,41.186433,-73.342933
CTDEP,CTDEP_1,7/24/2008,21.69125,41.186433,-73.342933
CTDEP,CTDEP_1,7/25/2008,20.33416667,41.186433,-73.342933
CTDEP,CTDEP_1,7/26/2008,20.81583333,41.186433,-73.342933
CTDEP,CTDEP_1,7/27/2008,21.24041667,41.186433,-73.342933
CTDEP,CTDEP_1,7/28/2008,21.52,41.186433,-73.342933
CTDEP,CTDEP_1,7/29/2008,22.44,41.186433,-73.342933
CTDEP,CTDEP_1,7/30/2008,22.83375,41.186433,-73.342933
CTDEP,CTDEP_1,7/31/2008,23.61791667,41.186433,-73.342933
CTDEP,CTDEP_1,8/1/2008,23.50791667,41.186433,-73.342933
CTDEP,CTDEP_1,8/2/2008,22.93833333,41.186433,-73.342933
CTDEP,CTDEP_1,8/3/2008,21.915,41.186433,-73.342933
CTDEP,CTDEP_1,8/4/2008,21.78416667,41.186433,-73.342933
CTDEP,CTDEP_1,8/5/2008,22.16166667,41.186433,-73.342933
CTDEP,CTDEP_1,8/6/2008,23.2075,41.186433,-73.342933
CTDEP,CTDEP_1,8/7/2008,23.2675,41.186433,-73.342933
CTDEP,CTDEP_1,8/8/2008,19.28541667,41.186433,-73.342933
CTDEP,CTDEP_1,8/9/2008,19.5825,41.186433,-73.342933
CTDEP,CTDEP_1,8/10/2008,20.16958333,41.186433,-73.342933
CTDEP,CTDEP_1,8/11/2008,20.10416667,41.186433,-73.342933
CTDEP,CTDEP_1,8/12/2008,20.06208333,41.186433,-73.342933
CTDEP,CTDEP_1,8/13/2008,20.265,41.186433,-73.342933
CTDEP,CTDEP_1,8/14/2008,21.20708333,41.186433,-73.342933
CTDEP,CTDEP_1,8/15/2008,21.41166667,41.186433,-73.342933
CTDEP,CTDEP_1,8/16/2008,21.23166667,41.186433,-73.342933
CTDEP,CTDEP_1,8/17/2008,20.87416667,41.186433,-73.342933
CTDEP,CTDEP_1,8/18/2008,21.59291667,41.186433,-73.342933
CTDEP,CTDEP_1,8/19/2008,21.56541667,41.186433,-73.342933
CTDEP,CTDEP_1,8/20/2008,19.54541667,41.186433,-73.342933
CTDEP,CTDEP_1,8/21/2008,19.6575,41.186433,-73.342933
CTDEP,CTDEP_1,8/22/2008,19.935,41.186433,-73.342933
CTDEP,CTDEP_1,8/23/2008,19.34041667,41.186433,-73.342933
CTDEP,CTDEP_1,8/24/2008,19.97208333,41.186433,-73.342933
CTDEP,CTDEP_1,8/25/2008,21.07291667,41.186433,-73.342933
CTDEP,CTDEP_1,8/26/2008,19.72375,41.186433,-73.342933
CTDEP,CTDEP_1,8/27/2008,17.93875,41.186433,-73.342933
CTDEP,CTDEP_1,8/28/2008,17.61125,41.186433,-73.342933
CTDEP,CTDEP_1,8/29/2008,18.21333333,41.186433,-73.342933
CTDEP,CTDEP_1,8/30/2008,19.08791667,41.186433,-73.342933
CTDEP,CTDEP_1,8/31/2008,20.24208333,41.186433,-73.342933
CTDEP,CTDEP_1,9/1/2008,19.62458333,41.186433,-73.342933
CTDEP,CTDEP_1,9/2/2008,19.38791667,41.186433,-73.342933
CTDEP,CTDEP_1,9/3/2008,21.28375,41.186433,-73.342933
CTDEP,CTDEP_1,9/4/2008,21.54208333,41.186433,-73.342933
CTDEP,CTDEP_1,9/5/2008,22.21708333,41.186433,-73.342933
CTDEP,CTDEP_1,9/6/2008,22.72916667,41.186433,-73.342933
CTDEP,CTDEP_1,9/7/2008,21.47833333,41.186433,-73.342933
CTDEP,CTDEP_1,9/8/2008,21.23166667,41.186433,-73.342933
CTDEP,CTDEP_1,9/9/2008,20.97833333,41.186433,-73.342933
CTDEP,CTDEP_1,9/10/2008,19.52208333,41.186433,-73.342933
CTDEP,CTDEP_1,9/11/2008,18.5175,41.186433,-73.342933
CTDEP,CTDEP_1,9/12/2008,18.33041667,41.186433,-73.342933
CTDEP,CTDEP_1,9/13/2008,18.72458333,41.186433,-73.342933
CTDEP,CTDEP_1,9/14/2008,19.84125,41.186433,-73.342933
CTDEP,CTDEP_1,9/15/2008,20.98875,41.186433,-73.342933
CTDEP,CTDEP_1,9/16/2008,19.98041667,41.186433,-73.342933
CTDEP,CTDEP_1,9/17/2008,18.84291667,41.186433,-73.342933
CTDEP,CTDEP_1,9/18/2008,18.23541667,41.186433,-73.342933
CTDEP,CTDEP_1,9/19/2008,16.90125,41.186433,-73.342933
CTDEP,CTDEP_1,9/20/2008,15.78208333,41.186433,-73.342933
CTDEP,CTDEP_1,9/21/2008,15.90291667,41.186433,-73.342933
CTDEP,CTDEP_1,9/22/2008,16.80666667,41.186433,-73.342933
CTDEP,CTDEP_1,9/23/2008,16.06333333,41.186433,-73.342933
CTDEP,CTDEP_1,9/24/2008,15.49333333,41.186433,-73.342933
CTDEP,CTDEP_1,9/25/2008,15.47291667,41.186433,-73.342933
CTDEP,CTDEP_1,9/26/2008,15.48375,41.186433,-73.342933
CTDEP,CTDEP_1,9/27/2008,16.08291667,41.186433,-73.342933
CTDEP,CTDEP_1,9/28/2008,17.05458333,41.186433,-73.342933
CTDEP,CTDEP_1,9/29/2008,17.76458333,41.186433,-73.342933
CTDEP,CTDEP_1,9/30/2008,17.59916667,41.186433,-73.342933
CTDEP,CTDEP_1,10/1/2008,17.62833333,41.186433,-73.342933
CTDEP,CTDEP_1,10/2/2008,16.70208333,41.186433,-73.342933
CTDEP,CTDEP_1,10/3/2008,14.935,41.186433,-73.342933
CTDEP,CTDEP_1,10/4/2008,13.3625,41.186433,-73.342933
CTDEP,CTDEP_1,10/5/2008,12.84375,41.186433,-73.342933
CTDEP,CTDEP_1,10/6/2008,12.31583333,41.186433,-73.342933
CTDEP,CTDEP_1,10/7/2008,11.47958333,41.186433,-73.342933
CTDEP,CTDEP_1,10/8/2008,11.29666667,41.186433,-73.342933
CTDEP,CTDEP_1,10/9/2008,12.58833333,41.186433,-73.342933
CTDEP,CTDEP_1,10/10/2008,13.46708333,41.186433,-73.342933
CTDEP,CTDEP_1,10/11/2008,13.46333333,41.186433,-73.342933
CTDEP,CTDEP_1,10/12/2008,13.36625,41.186433,-73.342933
CTDEP,CTDEP_1,10/13/2008,13.38333333,41.186433,-73.342933
CTDEP,CTDEP_1,10/14/2008,13.77041667,41.186433,-73.342933
CTDEP,CTDEP_1,10/15/2008,14.21291667,41.186433,-73.342933
CTDEP,CTDEP_1,10/16/2008,14.41166667,41.186433,-73.342933
CTDEP,CTDEP_1,10/17/2008,13.64833333,41.186433,-73.342933
CTDEP,CTDEP_1,10/18/2008,12.25916667,41.186433,-73.342933
CTDEP,CTDEP_1,10/19/2008,10.73,41.186433,-73.342933
CTDEP,CTDEP_1,10/20/2008,9.622083333,41.186433,-73.342933
CTDEP,CTDEP_1,10/21/2008,9.375833333,41.186433,-73.342933
CTDEP,CTDEP_1,10/22/2008,8.930416667,41.186433,-73.342933
CTDEP,CTDEP_1,10/23/2008,8.15875,41.186433,-73.342933
CTDEP,CTDEP_1,10/24/2008,7.807916667,41.186433,-73.342933
CTDEP,CTDEP_1,10/25/2008,8.333076923,41.186433,-73.342933
CTDEP,CTDEP_1,10/26/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,10/27/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,10/28/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,10/29/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,10/30/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,10/31/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/1/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/2/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/3/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/4/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/5/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/6/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/7/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/8/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/9/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/10/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/11/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/12/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/13/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/14/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/15/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/16/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/17/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/18/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/19/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/20/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/21/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/22/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/23/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/24/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/25/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/26/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/27/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/28/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/29/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,11/30/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/1/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/2/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/3/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/4/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/5/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/6/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/7/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/8/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/9/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/10/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/11/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/12/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/13/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/14/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/15/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/16/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/17/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/18/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/19/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/20/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/21/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/22/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/23/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/24/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/25/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/26/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/27/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/28/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/29/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/30/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,12/31/2008,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/1/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/2/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/3/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/4/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/5/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/6/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/7/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/8/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/9/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/10/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/11/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/12/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/13/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/14/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/15/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/16/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/17/2009,NA,41.186433,-73.342933
CTDEP,CTDEP_1,1/18/2009,NA,41.186433,-73.342933
